,Episode,Time Step,Average Reward,Episode Reward
930,930,9169,9.22,10.0
931,931,9182,9.3,13.0
932,932,9183,9.31,1.0
933,933,9196,9.36,13.0
934,934,9206,9.31,10.0
935,935,9216,9.33,10.0
936,936,9226,9.28,10.0
937,937,9239,9.5,13.0
938,938,9274,9.31,35.0
939,939,9297,10.75,23.0
940,940,9298,11.15,1.0
941,941,9312,10.03,14.0
942,942,9347,9.53,35.0
943,943,9348,9.77,1.0
944,944,9357,9.51,9.0
945,945,9358,9.54,1.0
946,946,9366,9.38,8.0
947,947,9367,9.22,1.0
948,948,9382,9.92,15.0
949,949,9392,9.67,10.0
950,950,9403,9.59,11.0
951,951,9424,11.52,21.0
952,952,9433,10.76,9.0
953,953,9434,10.51,1.0
954,954,9445,10.6,11.0
955,955,9451,9.89,6.0
956,956,9457,9.71,6.0
957,957,9491,9.95,34.0
958,958,9503,11.58,12.0
959,959,9514,9.87,11.0
960,960,9524,9.57,10.0
961,961,9525,9.42,1.0
962,962,9562,9.37,37.0
963,963,9563,9.43,1.0
964,964,9577,10.11,14.0
965,965,9585,9.66,8.0
966,966,9589,9.44,4.0
967,967,9593,9.44,4.0
968,968,9597,9.52,4.0
969,969,9626,9.51,29.0
970,970,9638,9.78,12.0
971,971,9655,9.9,17.0
972,972,9678,10.78,23.0
973,973,9679,10.73,1.0
974,974,9685,10.49,6.0
975,975,9721,9.51,36.0
976,976,9730,9.59,9.0
977,977,9731,9.29,1.0
978,978,9733,9.41,2.0
979,979,9746,9.64,13.0
980,980,9756,9.54,10.0
981,981,9765,9.21,9.0
982,982,9771,9.47,6.0
983,983,9781,9.47,10.0
984,984,9809,9.48,28.0
985,985,9843,10.19,34.0
986,986,9854,9.99,11.0
987,987,9865,9.57,11.0
988,988,9876,9.43,11.0
989,989,9888,9.57,12.0
990,990,9901,9.87,13.0
991,991,9905,9.72,4.0
992,992,9911,10.18,6.0
993,993,9925,9.86,14.0
994,994,9937,10.37,12.0
995,995,9950,13.21,13.0
996,996,9962,14.88,12.0
997,997,9986,10.03,24.0
998,998,9996,9.56,10.0
999,999,10038,11.67,42.0
1000,1000,10068,21.16,30.0
1001,1001,10069,23.41,1.0
1002,1002,10103,18.36,34.0
1003,1003,10132,12.07,29.0
1004,1004,10146,9.86,14.0
1005,1005,10153,9.88,7.0
1006,1006,10160,9.85,7.0
1007,1007,10172,9.66,12.0
1008,1008,10206,9.71,34.0
1009,1009,10218,9.77,12.0
1010,1010,10226,9.91,8.0
1011,1011,10231,9.86,5.0
1012,1012,10272,10.05,41.0
1013,1013,10288,10.51,16.0
1014,1014,10289,10.88,1.0
1015,1015,10304,12.88,15.0
1016,1016,10313,12.27,9.0
1017,1017,10351,10.25,38.0
1018,1018,10364,10.22,13.0
1019,1019,10394,9.81,30.0
1020,1020,10395,9.96,1.0
1021,1021,10396,9.89,1.0
1022,1022,10405,9.84,9.0
1023,1023,10418,9.83,13.0
1024,1024,10433,10.0,15.0
1025,1025,10434,10.05,1.0
1026,1026,10447,10.25,13.0
1027,1027,10462,10.22,15.0
1028,1028,10474,10.03,12.0
1029,1029,10507,9.66,33.0
1030,1030,10508,9.71,1.0
1031,1031,10509,9.8,1.0
1032,1032,10532,9.95,23.0
1033,1033,10533,9.95,1.0
1034,1034,10534,9.98,1.0
1035,1035,10555,10.02,21.0
1036,1036,10556,9.91,1.0
1037,1037,10571,9.91,15.0
1038,1038,10572,9.72,1.0
1039,1039,10577,9.58,5.0
1040,1040,10591,9.76,14.0
1041,1041,10600,9.71,9.0
1042,1042,10611,9.68,11.0
1043,1043,10622,9.88,11.0
1044,1044,10636,9.93,14.0
1045,1045,10648,9.97,12.0
1046,1046,10662,10.09,14.0
1047,1047,10695,10.45,33.0
1048,1048,10708,10.19,13.0
1049,1049,10721,9.98,13.0
1050,1050,10726,10.1,5.0
1051,1051,10734,10.31,8.0
1052,1052,10748,10.3,14.0
1053,1053,10761,10.18,13.0
1054,1054,10773,10.41,12.0
1055,1055,10789,10.81,16.0
1056,1056,10790,10.76,1.0
1057,1057,10801,10.72,11.0
1058,1058,10814,11.0,13.0
1059,1059,10825,11.32,11.0
1060,1060,10841,15.14,16.0
1061,1061,10842,17.72,1.0
1062,1062,10846,15.28,4.0
1063,1063,10857,13.83,11.0
1064,1064,11037,125.75,180.0
1065,1065,11038,120.65,1.0
1066,1066,11046,98.0,8.0
1067,1067,11047,111.81,1.0
1068,1068,11056,82.34,9.0
1069,1069,11073,66.83,17.0
1070,1070,11090,72.54,17.0
1071,1071,11110,170.44,20.0
1072,1072,11298,52.97,188.0
1073,1073,11299,64.87,1.0
1074,1074,11315,134.38,16.0
1075,1075,11331,190.42,16.0
1076,1076,11483,500.0,152.0
1077,1077,11983,429.18,500.0
1078,1078,12434,201.67,451.0
1079,1079,12634,290.04,200.0
1080,1080,13067,247.57,433.0
1081,1081,13320,280.5,253.0
1082,1082,13321,280.85,1.0
1083,1083,13527,274.34,206.0
1084,1084,13778,164.03,251.0
1085,1085,14090,197.69,312.0
1086,1086,14368,167.91,278.0
1087,1087,14534,186.47,166.0
1088,1088,14771,187.31,237.0
1089,1089,14987,187.53,216.0
1090,1090,15379,212.13,392.0
1091,1091,15380,211.85,1.0
1092,1092,15610,246.81,230.0
1093,1093,15724,199.52,114.0
1094,1094,15862,166.27,138.0
1095,1095,16006,180.26,144.0
1096,1096,16169,189.12,163.0
1097,1097,16170,189.51,1.0
1098,1098,16363,237.29,193.0
1099,1099,16530,186.8,167.0
1100,1100,16707,193.88,177.0
1101,1101,16843,186.72,136.0
1102,1102,17064,218.0,221.0
1103,1103,17265,186.18,201.0
1104,1104,17433,180.81,168.0
1105,1105,17616,176.23,183.0
1106,1106,17800,194.53,184.0
1107,1107,17971,154.24,171.0
1108,1108,18085,228.37,114.0
1109,1109,18303,225.04,218.0
1110,1110,18304,221.11,1.0
1111,1111,18531,149.34,227.0
1112,1112,18756,211.16,225.0
1113,1113,18757,210.99,1.0
1114,1114,18758,211.58,1.0
1115,1115,18759,210.36,1.0
1116,1116,18904,155.78,145.0
1117,1117,19064,160.04,160.0
1118,1118,19065,160.59,1.0
1119,1119,19295,182.01,230.0
1120,1120,19455,160.63,160.0
1121,1121,19648,153.27,193.0
1122,1122,19816,178.15,168.0
1123,1123,19962,160.13,146.0
1124,1124,20142,207.98,180.0
1125,1125,20385,180.44,243.0
1126,1126,20608,174.26,223.0
1127,1127,20955,170.49,347.0
1128,1128,21077,194.1,122.0
1129,1129,21078,195.7,1.0
1130,1130,21270,181.97,192.0
1131,1131,21550,167.84,280.0
1132,1132,21709,191.51,159.0
1133,1133,21916,178.13,207.0
1134,1134,22057,180.46,141.0
1135,1135,22278,204.19,221.0
1136,1136,22431,206.59,153.0
1137,1137,22653,174.59,222.0
1138,1138,22807,194.63,154.0
1139,1139,22994,189.18,187.0
1140,1140,23157,200.94,163.0
1141,1141,23644,207.38,487.0
1142,1142,23798,206.08,154.0
1143,1143,23799,204.2,1.0
1144,1144,23800,204.63,1.0
1145,1145,23801,204.85,1.0
1146,1146,23945,211.37,144.0
1147,1147,24194,181.99,249.0
1148,1148,24394,205.44,200.0
1149,1149,24492,197.72,98.0
1150,1150,24651,191.15,159.0
1151,1151,25131,199.12,480.0
1152,1152,25312,187.4,181.0
1153,1153,25569,189.31,257.0
1154,1154,25697,184.24,128.0
1155,1155,25890,193.99,193.0
1156,1156,26028,194.95,138.0
1157,1157,26029,199.4,1.0
1158,1158,26030,197.67,1.0
1159,1159,26157,178.92,127.0
1160,1160,26304,209.43,147.0
1161,1161,26492,180.68,188.0
1162,1162,26639,191.91,147.0
1163,1163,26833,221.34,194.0
1164,1164,26999,203.98,166.0
1165,1165,27283,214.59,284.0
1166,1166,27547,198.87,264.0
1167,1167,27723,194.59,176.0
1168,1168,27861,207.94,138.0
1169,1169,28092,191.36,231.0
1170,1170,28592,209.51,500.0
1171,1171,28761,242.15,169.0
1172,1172,29261,211.77,500.0
1173,1173,29761,212.65,500.0
1174,1174,29899,195.49,138.0
1175,1175,30057,195.91,158.0
1176,1176,30387,202.95,330.0
1177,1177,30523,207.76,136.0
1178,1178,30669,213.08,146.0
1179,1179,31163,215.83,494.0
1180,1180,31287,207.34,124.0
1181,1181,31550,201.45,263.0
1182,1182,31767,216.23,217.0
1183,1183,31902,207.31,135.0
1184,1184,32138,200.57,236.0
1185,1185,32364,199.54,226.0
1186,1186,32590,207.84,226.0
1187,1187,32739,193.84,149.0
1188,1188,32966,212.38,227.0
1189,1189,33166,206.23,200.0
1190,1190,33388,205.95,222.0
1191,1191,33389,209.58,1.0
1192,1192,33595,213.63,206.0
1193,1193,33927,211.12,332.0
1194,1194,34163,212.39,236.0
1195,1195,34413,221.95,250.0
1196,1196,34600,204.7,187.0
1197,1197,34769,225.77,169.0
1198,1198,34936,217.23,167.0
1199,1199,34937,218.0,1.0
1200,1200,35071,207.31,134.0
1201,1201,35191,218.12,120.0
1202,1202,35501,222.7,310.0
1203,1203,35901,200.37,400.0
1204,1204,36056,205.36,155.0
1205,1205,36194,212.92,138.0
1206,1206,36306,215.4,112.0
1207,1207,36434,216.59,128.0
1208,1208,36435,215.7,1.0
1209,1209,36583,204.31,148.0
1210,1210,36775,208.43,192.0
1211,1211,36910,221.59,135.0
1212,1212,37022,200.75,112.0
1213,1213,37252,208.92,230.0
1214,1214,37253,203.95,1.0
1215,1215,37254,206.4,1.0
1216,1216,37625,209.62,371.0
1217,1217,37825,217.38,200.0
1218,1218,38049,213.77,224.0
1219,1219,38267,212.72,218.0
1220,1220,38525,215.34,258.0
1221,1221,38758,219.28,233.0
1222,1222,38981,203.05,223.0
1223,1223,39218,205.73,237.0
1224,1224,39440,227.86,222.0
1225,1225,39701,198.5,261.0
1226,1226,39821,220.22,120.0
1227,1227,40112,211.82,291.0
1228,1228,40283,205.54,171.0
1229,1229,40474,210.81,191.0
1230,1230,40475,213.41,1.0
1231,1231,40476,208.79,1.0
1232,1232,40601,215.94,125.0
1233,1233,40602,214.46,1.0
1234,1234,40903,212.14,301.0
1235,1235,40904,206.99,1.0
1236,1236,41124,207.2,220.0
1237,1237,41125,205.07,1.0
1238,1238,41398,212.95,273.0
1239,1239,41690,208.01,292.0
1240,1240,41982,217.56,292.0
1241,1241,42137,208.2,155.0
1242,1242,42370,222.98,233.0
1243,1243,42487,216.21,117.0
1244,1244,42692,211.38,205.0
1245,1245,42961,217.59,269.0
1246,1246,43185,217.21,224.0
1247,1247,43334,221.87,149.0
1248,1248,43583,202.77,249.0
1249,1249,43711,220.05,128.0
1250,1250,43850,215.71,139.0
1251,1251,43967,216.24,117.0
1252,1252,44104,216.29,137.0
1253,1253,44457,213.54,353.0
1254,1254,44641,208.96,184.0
1255,1255,44839,214.0,198.0
1256,1256,44991,222.7,152.0
1257,1257,45260,212.29,269.0
1258,1258,45484,220.37,224.0
1259,1259,45648,221.6,164.0
1260,1260,45788,226.88,140.0
1261,1261,45789,230.44,1.0
1262,1262,45959,219.92,170.0
1263,1263,46171,231.13,212.0
1264,1264,46404,219.83,233.0
1265,1265,46604,220.06,200.0
1266,1266,46887,221.22,283.0
1267,1267,47033,222.08,146.0
1268,1268,47229,235.96,196.0
1269,1269,47434,219.95,205.0
1270,1270,47551,226.88,117.0
1271,1271,47715,222.88,164.0
1272,1272,47906,233.95,191.0
1273,1273,48200,232.49,294.0
1274,1274,48458,237.52,258.0
1275,1275,48459,234.6,1.0
1276,1276,48660,219.76,201.0
1277,1277,48989,212.17,329.0
1278,1278,48990,213.21,1.0
1279,1279,48991,215.88,1.0
1280,1280,49115,219.73,124.0
1281,1281,49288,224.85,173.0
1282,1282,49289,225.83,1.0
1283,1283,49457,220.64,168.0
1284,1284,49653,228.29,196.0
1285,1285,49820,214.09,167.0
1286,1286,49821,213.78,1.0
1287,1287,50268,225.09,447.0
1288,1288,50504,221.7,236.0
1289,1289,50662,224.61,158.0
1290,1290,50914,236.33,252.0
1291,1291,51065,210.57,151.0
1292,1292,51066,211.24,1.0
1293,1293,51288,222.92,222.0
1294,1294,51434,216.24,146.0
1295,1295,51435,220.51,1.0
1296,1296,51630,222.78,195.0
1297,1297,51765,214.58,135.0
1298,1298,51766,217.01,1.0
1299,1299,51929,225.67,163.0
1300,1300,52100,219.0,171.0
1301,1301,52300,234.13,200.0
1302,1302,52697,226.25,397.0
1303,1303,52698,224.65,1.0
1304,1304,52699,224.0,1.0
1305,1305,52925,220.88,226.0
1306,1306,53183,219.53,258.0
1307,1307,53339,226.42,156.0
1308,1308,53493,229.18,154.0
1309,1309,53762,226.47,269.0
1310,1310,53885,220.76,123.0
1311,1311,54014,216.22,129.0
1312,1312,54165,211.35,151.0
1313,1313,54362,224.9,197.0
1314,1314,54491,207.33,129.0
1315,1315,54685,220.08,194.0
1316,1316,54686,218.83,1.0
1317,1317,54946,208.05,260.0
1318,1318,55173,220.86,227.0
1319,1319,55320,208.68,147.0
1320,1320,55490,208.76,170.0
1321,1321,55719,208.7,229.0
1322,1322,55842,202.71,123.0
1323,1323,55843,202.57,1.0
1324,1324,55844,202.91,1.0
1325,1325,55963,205.53,119.0
1326,1326,56085,205.25,122.0
1327,1327,56265,209.93,180.0
1328,1328,56579,201.83,314.0
1329,1329,56718,195.54,139.0
1330,1330,56817,195.07,99.0
1331,1331,56981,197.47,164.0
1332,1332,57084,195.12,103.0
1333,1333,57416,196.2,332.0
1334,1334,57687,195.36,271.0
1335,1335,57909,200.36,222.0
1336,1336,58071,190.6,162.0
1337,1337,58276,191.84,205.0
1338,1338,58277,191.23,1.0
1339,1339,58435,195.24,158.0
1340,1340,58611,192.15,176.0
1341,1341,58722,190.57,111.0
1342,1342,58939,193.42,217.0
1343,1343,59332,192.77,393.0
1344,1344,59468,203.57,136.0
1345,1345,59776,194.34,308.0
1346,1346,60037,195.56,261.0
1347,1347,60311,201.75,274.0
1348,1348,60498,202.98,187.0
1349,1349,60661,200.3,163.0
1350,1350,60662,202.54,1.0
1351,1351,60781,207.46,119.0
1352,1352,60958,203.01,177.0
1353,1353,60959,202.18,1.0
1354,1354,61337,216.59,378.0
1355,1355,61500,215.21,163.0
1356,1356,61849,221.23,349.0
1357,1357,62065,219.49,216.0
1358,1358,62335,224.3,270.0
1359,1359,62336,224.64,1.0
1360,1360,62556,219.74,220.0
1361,1361,62699,228.32,143.0
1362,1362,62902,216.29,203.0
1363,1363,63033,225.52,131.0
1364,1364,63203,220.7,170.0
1365,1365,63204,220.7,1.0
1366,1366,63346,217.15,142.0
1367,1367,63347,217.58,1.0
1368,1368,63603,222.52,256.0
1369,1369,63974,225.91,371.0
1370,1370,63975,229.12,1.0
1371,1371,64263,218.98,288.0
1372,1372,64501,220.64,238.0
1373,1373,64854,213.27,353.0
1374,1374,64971,216.04,117.0
1375,1375,65332,221.83,361.0
1376,1376,65631,217.75,299.0
1377,1377,66061,217.97,430.0
1378,1378,66511,213.15,450.0
1379,1379,66652,209.38,141.0
1380,1380,66860,219.49,208.0
1381,1381,67025,220.62,165.0
1382,1382,67210,213.87,185.0
1383,1383,67211,217.16,1.0
1384,1384,67358,218.14,147.0
1385,1385,67481,216.13,123.0
1386,1386,67625,221.12,144.0
1387,1387,67966,214.02,341.0
1388,1388,68134,221.06,168.0
1389,1389,68315,219.96,181.0
1390,1390,68567,216.64,252.0
1391,1391,68865,217.68,298.0
1392,1392,69058,215.71,193.0
1393,1393,69393,213.18,335.0
1394,1394,69394,211.58,1.0
1395,1395,69642,220.79,248.0
1396,1396,69798,217.14,156.0
1397,1397,69985,215.24,187.0
1398,1398,70239,213.48,254.0
1399,1399,70372,216.25,133.0
1400,1400,70549,217.07,177.0
1401,1401,70550,217.08,1.0
1402,1402,70751,220.68,201.0
1403,1403,70929,226.75,178.0
1404,1404,71091,218.66,162.0
1405,1405,71184,215.29,93.0
1406,1406,71472,210.79,288.0
1407,1407,71473,212.21,1.0
1408,1408,71625,211.09,152.0
1409,1409,71762,209.26,137.0
1410,1410,71763,202.51,1.0
1411,1411,71894,213.08,131.0
1412,1412,72090,222.73,196.0
1413,1413,72249,213.51,159.0
1414,1414,72250,209.75,1.0
1415,1415,72510,205.57,260.0
1416,1416,72650,209.7,140.0
1417,1417,72921,206.59,271.0
1418,1418,72922,211.2,1.0
1419,1419,73035,208.04,113.0
1420,1420,73162,201.8,127.0
1421,1421,73469,223.74,307.0
1422,1422,73874,208.65,405.0
1423,1423,73875,207.34,1.0
1424,1424,74014,210.19,139.0
1425,1425,74015,208.07,1.0
1426,1426,74151,219.89,136.0
1427,1427,74297,212.12,146.0
1428,1428,74298,214.83,1.0
1429,1429,74449,219.29,151.0
1430,1430,74450,214.1,1.0
1431,1431,74629,205.62,179.0
1432,1432,74780,219.89,151.0
1433,1433,75096,215.31,316.0
1434,1434,75258,225.59,162.0
1435,1435,75472,220.02,214.0
1436,1436,75769,208.76,297.0
1437,1437,76207,220.39,438.0
1438,1438,76386,228.42,179.0
1439,1439,76505,217.6,119.0
1440,1440,76700,215.35,195.0
1441,1441,76870,222.6,170.0
1442,1442,76871,216.29,1.0
1443,1443,77017,216.15,146.0
1444,1444,77018,213.56,1.0
1445,1445,77158,213.07,140.0
1446,1446,77412,224.3,254.0
1447,1447,77775,221.76,363.0
1448,1448,77776,225.45,1.0
1449,1449,77935,227.38,159.0
1450,1450,78092,228.92,157.0
1451,1451,78227,220.36,135.0
1452,1452,78228,225.5,1.0
1453,1453,78229,226.2,1.0
1454,1454,78367,220.04,138.0
1455,1455,78500,219.07,133.0
1456,1456,78738,228.27,238.0
1457,1457,79050,219.86,312.0
1458,1458,79170,220.99,120.0
1459,1459,79360,226.1,190.0
1460,1460,79522,218.42,162.0
1461,1461,79642,220.78,120.0
1462,1462,79643,222.75,1.0
1463,1463,79769,226.6,126.0
1464,1464,79770,225.68,1.0
1465,1465,79998,234.01,228.0
1466,1466,80182,224.18,184.0
1467,1467,80408,210.74,226.0
1468,1468,80547,218.48,139.0
1469,1469,80815,230.5,268.0
1470,1470,80816,222.98,1.0
1471,1471,80993,222.74,177.0
1472,1472,81120,222.86,127.0
1473,1473,81257,227.01,137.0
1474,1474,81499,214.23,242.0
1475,1475,81654,217.61,155.0
1476,1476,81936,217.62,282.0
1477,1477,81937,217.28,1.0
1478,1478,82076,232.54,139.0
1479,1479,82382,217.36,306.0
1480,1480,82545,216.66,163.0
1481,1481,82851,214.8,306.0
1482,1482,82852,216.91,1.0
1483,1483,82853,214.89,1.0
1484,1484,83169,218.41,316.0
1485,1485,83311,213.39,142.0
1486,1486,83515,219.39,204.0
1487,1487,83625,219.37,110.0
1488,1488,83781,209.11,156.0
1489,1489,83983,207.74,202.0
1490,1490,84094,209.77,111.0
1491,1491,84294,212.53,200.0
1492,1492,84295,213.04,1.0
1493,1493,84667,208.97,372.0
1494,1494,84811,203.8,144.0
1495,1495,85311,210.27,500.0
1496,1496,85614,201.63,303.0
1497,1497,85761,202.61,147.0
1498,1498,85943,203.16,182.0
1499,1499,86345,196.38,402.0
1500,1500,86494,197.98,149.0
1501,1501,86646,205.26,152.0
1502,1502,86800,203.55,154.0
1503,1503,87018,201.23,218.0
1504,1504,87019,196.45,1.0
1505,1505,87020,199.57,1.0
1506,1506,87389,213.15,369.0
1507,1507,87549,210.34,160.0
1508,1508,87778,202.5,229.0
1509,1509,88095,212.29,317.0
1510,1510,88232,215.9,137.0
1511,1511,88402,216.35,170.0
1512,1512,88851,205.95,449.0
1513,1513,88999,213.67,148.0
1514,1514,89150,209.84,151.0
1515,1515,89278,215.19,128.0
1516,1516,89279,209.69,1.0
1517,1517,89496,220.55,217.0
1518,1518,89629,216.19,133.0
1519,1519,89831,218.9,202.0
1520,1520,89958,222.45,127.0
1521,1521,90126,214.39,168.0
1522,1522,90296,210.92,170.0
1523,1523,90564,217.88,268.0
1524,1524,90661,210.79,97.0
1525,1525,90966,219.07,305.0
1526,1526,91172,225.26,206.0
1527,1527,91446,222.74,274.0
1528,1528,91561,222.09,115.0
1529,1529,91743,228.01,182.0
1530,1530,91981,222.99,238.0
1531,1531,92185,221.08,204.0
1532,1532,92387,220.98,202.0
1533,1533,92527,225.3,140.0
1534,1534,92837,233.52,310.0
1535,1535,93204,216.44,367.0
1536,1536,93391,220.35,187.0
1537,1537,93548,210.61,157.0
1538,1538,93697,215.17,149.0
1539,1539,93698,212.8,1.0
1540,1540,93862,218.51,164.0
1541,1541,94362,209.62,500.0
1542,1542,94499,212.96,137.0
1543,1543,94638,209.22,139.0
1544,1544,94639,209.89,1.0
1545,1545,94837,224.67,198.0
1546,1546,94960,220.04,123.0
1547,1547,95208,218.68,248.0
1548,1548,95367,219.74,159.0
1549,1549,95531,220.42,164.0
1550,1550,95691,223.85,160.0
1551,1551,95954,226.49,263.0
1552,1552,96183,213.75,229.0
1553,1553,96367,216.16,184.0
1554,1554,96586,218.38,219.0
1555,1555,96867,214.47,281.0
1556,1556,97038,208.67,171.0
1557,1557,97216,217.89,178.0
1558,1558,97217,218.33,1.0
1559,1559,97342,215.3,125.0
1560,1560,97343,211.88,1.0
1561,1561,97344,215.26,1.0
1562,1562,97554,208.7,210.0
1563,1563,97657,213.98,103.0
1564,1564,97864,220.97,207.0
1565,1565,98065,217.83,201.0
1566,1566,98254,211.22,189.0
1567,1567,98401,222.13,147.0
1568,1568,98521,208.75,120.0
1569,1569,98851,225.26,330.0
1570,1570,98852,231.39,1.0
1571,1571,98853,227.66,1.0
1572,1572,98959,229.59,106.0
1573,1573,98960,231.95,1.0
1574,1574,98961,231.65,1.0
1575,1575,99083,229.17,122.0
1576,1576,99238,220.36,155.0
1577,1577,99239,220.97,1.0
1578,1578,99240,222.75,1.0
1579,1579,99423,227.14,183.0
1580,1580,99555,215.59,132.0
1581,1581,99707,213.38,152.0
1582,1582,99963,209.99,256.0
1583,1583,100106,216.15,143.0
1584,1584,100235,207.57,129.0
1585,1585,100411,207.77,176.0
1586,1586,100412,208.5,1.0
1587,1587,100772,214.12,360.0
1588,1588,100945,220.04,173.0
1589,1589,100946,214.57,1.0
1590,1590,101112,224.72,166.0
1591,1591,101224,214.56,112.0
1592,1592,101528,219.38,304.0
1593,1593,101666,222.07,138.0
1594,1594,101667,219.33,1.0
1595,1595,101668,214.56,1.0
1596,1596,101992,212.87,324.0
1597,1597,101993,216.38,1.0
1598,1598,102131,223.05,138.0
1599,1599,102281,211.93,150.0
1600,1600,102282,211.61,1.0
1601,1601,102504,209.5,222.0
1602,1602,102505,213.2,1.0
1603,1603,102811,223.83,306.0
1604,1604,102936,223.53,125.0
1605,1605,103046,219.55,110.0
1606,1606,103284,213.98,238.0
1607,1607,103558,213.66,274.0
1608,1608,103559,215.38,1.0
1609,1609,103831,211.0,272.0
1610,1610,103991,214.51,160.0
1611,1611,104237,218.92,246.0
1612,1612,104424,212.43,187.0
1613,1613,104553,209.38,129.0
1614,1614,104727,212.33,174.0
1615,1615,104886,207.46,159.0
1616,1616,105092,218.15,206.0
1617,1617,105482,227.32,390.0
1618,1618,105483,228.86,1.0
1619,1619,105665,208.82,182.0
1620,1620,105994,214.95,329.0
1621,1621,105995,213.95,1.0
1622,1622,106172,212.72,177.0
1623,1623,106563,217.32,391.0
1624,1624,106564,216.8,1.0
1625,1625,106565,219.3,1.0
1626,1626,106746,214.15,181.0
1627,1627,106935,206.74,189.0
1628,1628,107048,213.38,113.0
1629,1629,107049,210.91,1.0
1630,1630,107292,211.14,243.0
1631,1631,107470,210.59,178.0
1632,1632,107471,207.9,1.0
1633,1633,107575,217.79,104.0
1634,1634,107801,215.56,226.0
1635,1635,108005,217.02,204.0
1636,1636,108172,217.7,167.0
1637,1637,108316,224.45,144.0
1638,1638,108474,216.8,158.0
1639,1639,108729,210.26,255.0
1640,1640,108730,212.47,1.0
1641,1641,108890,215.12,160.0
1642,1642,109028,226.44,138.0
1643,1643,109459,210.69,431.0
1644,1644,109594,213.57,135.0
1645,1645,109760,219.43,166.0
1646,1646,109980,211.9,220.0
1647,1647,110085,219.26,105.0
1648,1648,110187,217.04,102.0
1649,1649,110329,217.02,142.0
1650,1650,110447,204.92,118.0
1651,1651,110581,210.31,134.0
1652,1652,110690,218.45,109.0
1653,1653,110835,218.59,145.0
1654,1654,111007,212.83,172.0
1655,1655,111236,215.29,229.0
1656,1656,111237,211.1,1.0
1657,1657,111499,212.34,262.0
1658,1658,111751,213.28,252.0
1659,1659,111911,221.95,160.0
1660,1660,111912,222.26,1.0
1661,1661,112041,211.64,129.0
1662,1662,112256,223.88,215.0
1663,1663,112378,214.32,122.0
1664,1664,112500,222.98,122.0
1665,1665,112731,213.58,231.0
1666,1666,112732,219.76,1.0
1667,1667,112889,213.5,157.0
1668,1668,113226,207.5,337.0
1669,1669,113471,211.68,245.0
1670,1670,113657,220.89,186.0
1671,1671,113774,209.88,117.0
1672,1672,113775,210.71,1.0
1673,1673,113962,208.17,187.0
1674,1674,114274,219.02,312.0
1675,1675,114488,208.49,214.0
1676,1676,114489,209.26,1.0
1677,1677,114709,216.96,220.0
1678,1678,114897,209.9,188.0
1679,1679,115129,211.96,232.0
1680,1680,115288,218.74,159.0
1681,1681,115648,205.51,360.0
1682,1682,115774,219.86,126.0
1683,1683,115775,218.78,1.0
1684,1684,115873,212.91,98.0
1685,1685,116108,213.64,235.0
1686,1686,116364,210.85,256.0
1687,1687,116365,212.07,1.0
1688,1688,116472,207.72,107.0
1689,1689,116789,213.22,317.0
1690,1690,116956,212.42,167.0
1691,1691,117056,218.95,100.0
1692,1692,117177,206.68,121.0
1693,1693,117351,208.41,174.0
1694,1694,117528,210.9,177.0
1695,1695,117529,215.98,1.0
1696,1696,117645,210.32,116.0
1697,1697,118046,226.69,401.0
1698,1698,118274,218.62,228.0
1699,1699,118774,218.04,500.0
1700,1700,118775,217.2,1.0
1701,1701,118949,217.39,174.0
1702,1702,119072,222.88,123.0
1703,1703,119349,222.61,277.0
1704,1704,119470,218.43,121.0
1705,1705,119763,227.27,293.0
1706,1706,119972,224.87,209.0
1707,1707,120090,225.27,118.0
1708,1708,120429,218.03,339.0
1709,1709,120430,225.08,1.0
1710,1710,120782,220.74,352.0
1711,1711,121187,211.87,405.0
1712,1712,121323,211.91,136.0
1713,1713,121536,207.9,213.0
1714,1714,121770,204.24,234.0
1715,1715,121913,223.92,143.0
1716,1716,121914,222.62,1.0
1717,1717,122330,213.21,416.0
1718,1718,122530,215.24,200.0
1719,1719,122720,200.65,190.0
1720,1720,122891,218.0,171.0
1721,1721,123009,210.31,118.0
1722,1722,123141,209.07,132.0
1723,1723,123394,213.66,253.0
1724,1724,123395,221.05,1.0
1725,1725,123527,215.06,132.0
1726,1726,123763,242.62,236.0
1727,1727,123864,228.72,101.0
1728,1728,124364,224.16,500.0
1729,1729,124864,217.38,500.0
1730,1730,125142,226.14,278.0
1731,1731,125642,226.91,500.0
1732,1732,125765,218.95,123.0
1733,1733,126025,226.17,260.0
1734,1734,126115,212.96,90.0
1735,1735,126116,217.44,1.0
1736,1736,126315,217.33,199.0
1737,1737,126604,208.55,289.0
1738,1738,126831,217.61,227.0
1739,1739,127184,217.85,353.0
1740,1740,127414,238.88,230.0
1741,1741,127914,215.05,500.0
1742,1742,128133,227.7,219.0
1743,1743,128485,209.38,352.0
1744,1744,128620,224.6,135.0
1745,1745,128798,212.74,178.0
1746,1746,128932,234.79,134.0
1747,1747,128933,236.7,1.0
1748,1748,129205,216.62,272.0
1749,1749,129206,220.71,1.0
1750,1750,129330,223.11,124.0
1751,1751,129613,213.03,283.0
1752,1752,130113,210.94,500.0
1753,1753,130114,214.86,1.0
1754,1754,130343,230.0,229.0
1755,1755,130344,227.13,1.0
1756,1756,130640,217.5,296.0
1757,1757,130641,212.18,1.0
1758,1758,130802,212.76,161.0
1759,1759,130980,214.48,178.0
