Timestep,Average Reward,Episode Reward
1354,391.16,0.0
1355,374.86,0.0
1356,407.78,0.0
1357,390.2,0.0
1358,384.75,0.0
1359,368.07,0.0
1360,372.64,0.0
1361,388.56,0.0
1362,378.72,0.0
1363,415.2,0.0
1364,381.9,0.0
1365,387.67,0.0
1366,371.0,0.0
1367,367.07,0.0
1368,374.5,0.0
1369,359.03,0.0
1370,323.56,0.0
1371,333.6,0.0
1372,333.12,0.0
1373,345.52,0.0
1374,305.24,0.0
1375,341.37,0.0
1376,357.71,0.0
1377,322.33,0.0
1378,358.92,0.0
1379,353.25,0.0
1380,347.82,0.0
1381,385.82,0.0
1382,369.62,0.0
1383,387.28,0.0
1384,336.7,0.0
1385,383.49,0.0
1386,357.46,0.0
1387,362.43,0.0
1388,342.05,0.0
1389,382.04,0.0
1390,363.3,0.0
1391,351.45,0.0
1392,397.32,0.0
1393,364.43,0.0
1394,377.79,0.0
1395,389.11,0.0
1396,391.03,0.0
1397,373.17,0.0
1398,395.4,0.0
1399,401.45,0.0
1400,373.7,0.0
1401,406.42,0.0
1402,389.21,0.0
1403,363.41,0.0
1404,395.98,0.0
1405,381.94,0.0
1406,376.19,0.0
1407,383.29,0.0
1408,390.6,0.0
1409,363.99,0.0
1410,362.48,0.0
1411,354.77,0.0
1412,352.89,0.0
1413,329.73,0.0
1414,343.72,0.0
1415,362.22,0.0
1416,348.89,0.0
1417,373.11,0.0
1418,359.67,0.0
1419,355.15,0.0
1420,368.7,0.0
1421,355.25,0.0
1422,375.34,0.0
1423,326.9,0.0
1424,337.9,0.0
1425,347.33,0.0
1426,367.68,0.0
1427,377.13,0.0
1428,351.65,0.0
1429,380.01,0.0
1430,409.95,0.0
1431,380.47,0.0
1432,397.77,0.0
1433,393.69,0.0
1434,403.76,0.0
1435,363.87,0.0
1436,390.89,0.0
1437,384.49,0.0
1438,350.7,0.0
1439,370.95,0.0
1440,370.66,0.0
1441,352.42,0.0
1442,377.46,0.0
1443,367.49,0.0
1444,384.32,0.0
1445,385.19,0.0
1446,395.26,0.0
1447,396.11,0.0
1448,390.67,0.0
1449,402.24,0.0
1450,410.15,0.0
1451,368.64,0.0
1452,399.16,0.0
1453,384.08,0.0
1454,396.13,0.0
1455,395.93,0.0
1456,395.96,0.0
1457,385.71,0.0
1458,447.87,0.0
1459,390.85,0.0
1460,383.55,0.0
1461,388.77,0.0
1462,393.06,0.0
1463,397.05,0.0
1464,390.8,0.0
1465,413.16,0.0
1466,369.43,0.0
1467,404.55,0.0
1468,411.77,0.0
1469,406.59,0.0
1470,408.57,0.0
1471,376.02,0.0
1472,387.26,0.0
1473,417.53,0.0
1474,396.83,0.0
1475,370.59,0.0
1476,399.7,0.0
1477,380.15,0.0
1478,389.58,0.0
1479,408.67,0.0
1480,374.22,0.0
1481,374.71,0.0
1482,403.87,0.0
1483,398.93,0.0
1484,420.38,0.0
1485,411.72,0.0
1486,368.23,0.0
1487,393.0,0.0
1488,388.12,0.0
1489,398.32,0.0
1490,406.14,0.0
1491,377.72,0.0
1492,428.7,0.0
1493,391.82,0.0
1494,360.28,0.0
1495,406.89,0.0
1496,411.95,0.0
1497,374.54,0.0
1498,371.53,0.0
1499,392.95,0.0
1500,395.78,0.0
1501,373.46,0.0
1502,361.86,0.0
1503,382.74,0.0
1504,365.76,0.0
1505,334.66,0.0
1506,352.36,0.0
1507,350.69,0.0
1508,324.35,0.0
1509,360.25,0.0
1510,363.57,0.0
1511,359.85,0.0
1512,338.0,0.0
1513,364.97,0.0
1514,342.14,0.0
1515,371.07,0.0
1516,370.91,0.0
1517,364.07,0.0
1518,349.86,0.0
1519,365.6,0.0
1520,375.35,0.0
1521,366.17,0.0
1522,396.92,0.0
1523,409.88,0.0
1524,391.55,0.0
1525,389.14,0.0
1526,359.66,0.0
1527,381.63,0.0
1528,375.88,0.0
1529,380.98,0.0
1530,412.6,0.0
1531,364.61,0.0
1532,397.48,0.0
1533,375.84,0.0
1534,367.27,0.0
1535,359.27,0.0
1536,371.99,0.0
1537,388.9,0.0
1538,408.86,0.0
1539,413.81,0.0
1540,431.32,0.0
1541,391.07,0.0
1542,384.16,0.0
1543,366.44,0.0
1544,385.76,0.0
1545,366.32,0.0
1546,413.91,0.0
1547,403.23,0.0
1548,384.27,0.0
1549,411.28,0.0
1550,386.39,0.0
1551,416.57,0.0
1552,381.44,0.0
1553,400.66,0.0
1554,389.98,0.0
1555,378.23,0.0
1556,391.28,0.0
1557,409.93,0.0
1558,392.17,0.0
1559,400.33,0.0
1560,397.42,0.0
1561,402.28,0.0
1562,410.54,0.0
1563,405.48,0.0
1564,423.41,0.0
1565,399.67,0.0
1566,399.5,0.0
1567,398.51,0.0
1568,400.47,0.0
1569,416.03,0.0
1570,386.88,0.0
1571,383.57,0.0
1572,418.62,0.0
1573,393.45,0.0
1574,398.79,0.0
1575,417.95,0.0
1576,391.92,0.0
1577,388.6,0.0
1578,388.83,0.0
1579,382.05,0.0
1580,377.5,0.0
1581,398.93,0.0
1582,397.16,0.0
1583,390.72,0.0
1584,396.76,0.0
1585,385.0,0.0
1586,365.2,0.0
1587,378.34,0.0
1588,375.15,0.0
1589,380.66,0.0
1590,411.96,0.0
1591,378.17,0.0
1592,403.07,0.0
1593,382.65,0.0
1594,400.67,0.0
1595,375.94,0.0
1596,371.8,0.0
1597,397.09,0.0
1598,386.71,0.0
1599,350.84,0.0
1600,399.18,0.0
1601,387.53,0.0
1602,414.44,0.0
1603,384.98,0.0
1604,420.27,0.0
1605,396.9,0.0
1606,430.06,0.0
1607,429.94,0.0
1608,414.65,0.0
1609,415.52,0.0
1610,421.75,0.0
1611,395.58,0.0
1612,406.71,0.0
1613,374.98,0.0
1614,390.01,0.0
1615,401.43,0.0
1616,371.42,0.0
1617,371.66,0.0
1618,408.97,0.0
1619,358.73,0.0
1620,397.62,0.0
1621,396.58,0.0
1622,418.38,0.0
1623,385.61,0.0
1624,421.38,0.0
1625,417.93,0.0
1626,415.78,0.0
1627,401.52,0.0
1628,428.77,0.0
1629,428.41,0.0
1630,454.45,0.0
1631,418.02,0.0
1632,446.86,0.0
1633,419.53,0.0
1634,424.53,0.0
1635,412.25,0.0
1636,426.5,0.0
1637,417.22,0.0
1638,404.35,0.0
1639,433.01,0.0
1640,419.14,0.0
1641,424.89,0.0
1642,387.95,0.0
1643,390.71,0.0
1644,388.77,0.0
1645,374.03,0.0
1646,433.29,0.0
1647,420.76,0.0
1648,402.91,0.0
1649,422.67,0.0
1650,414.6,0.0
1651,419.32,0.0
1652,426.47,0.0
1653,410.24,0.0
1654,413.13,0.0
1655,426.15,0.0
1656,411.78,0.0
1657,424.83,0.0
1658,418.34,0.0
1659,435.77,0.0
1660,453.44,0.0
1661,439.57,0.0
1662,416.52,0.0
1663,440.63,0.0
1664,430.5,0.0
1665,434.55,0.0
1666,445.31,0.0
1667,432.55,0.0
1668,433.0,0.0
1669,436.98,0.0
1670,407.98,0.0
1671,436.31,0.0
1672,434.93,0.0
1673,423.59,0.0
1674,408.47,0.0
1675,431.63,0.0
1676,416.26,0.0
1677,431.23,0.0
1678,417.9,0.0
1679,429.58,0.0
1680,438.19,0.0
1681,439.94,0.0
1682,422.14,0.0
1683,445.3,0.0
1684,444.36,0.0
1685,443.97,0.0
1686,421.02,0.0
1687,413.95,0.0
1688,440.32,0.0
1689,440.29,0.0
1690,411.18,0.0
1691,419.11,0.0
1692,437.51,0.0
1693,434.92,0.0
1694,424.8,0.0
1695,423.33,0.0
1696,423.99,0.0
1697,449.16,0.0
1698,430.19,0.0
1699,413.3,0.0
1700,424.35,0.0
1701,442.78,0.0
1702,426.31,0.0
1703,419.87,0.0
1704,418.68,0.0
1705,427.31,0.0
1706,412.84,0.0
1707,436.67,0.0
1708,421.89,0.0
1709,436.09,0.0
1710,425.91,0.0
1711,425.9,0.0
1712,411.83,0.0
1713,443.35,0.0
1714,429.33,0.0
1715,426.54,0.0
1716,419.17,0.0
1717,464.06,0.0
1718,436.73,0.0
1719,440.66,0.0
1720,420.79,0.0
1721,454.8,0.0
1722,431.2,0.0
1723,420.31,0.0
1724,419.73,0.0
1725,408.84,0.0
1726,430.19,0.0
1727,448.85,0.0
1728,418.3,0.0
1729,429.54,0.0
1730,418.26,0.0
1731,402.02,0.0
1732,446.95,0.0
1733,418.14,0.0
1734,409.14,0.0
1735,436.3,0.0
1736,442.22,0.0
1737,395.58,0.0
1738,424.5,0.0
1739,444.66,0.0
1740,438.92,0.0
1741,427.94,0.0
1742,426.46,0.0
1743,456.87,0.0
1744,423.67,0.0
1745,453.55,0.0
1746,428.64,0.0
1747,434.09,0.0
1748,442.11,0.0
1749,438.36,0.0
1750,431.97,0.0
1751,438.0,0.0
1752,427.27,0.0
1753,415.99,0.0
1754,430.7,0.0
1755,426.98,0.0
1756,442.2,0.0
1757,424.74,0.0
1758,429.73,0.0
1759,434.94,0.0
1760,410.52,0.0
1761,434.04,0.0
1762,430.64,0.0
1763,439.25,0.0
1764,472.67,0.0
1765,423.54,0.0
1766,416.7,0.0
1767,419.96,0.0
1768,426.23,0.0
1769,435.97,0.0
1770,451.05,0.0
1771,433.46,0.0
1772,433.64,0.0
1773,426.45,0.0
1774,434.24,0.0
1775,430.2,0.0
1776,418.29,0.0
1777,446.78,0.0
1778,430.22,0.0
1779,428.49,0.0
1780,423.06,0.0
1781,438.29,0.0
1782,447.35,0.0
1783,434.06,0.0
1784,446.03,0.0
1785,439.34,0.0
1786,433.61,0.0
1787,452.26,0.0
1788,450.12,0.0
1789,442.29,0.0
1790,425.42,0.0
1791,422.22,0.0
1792,424.09,0.0
1793,440.57,0.0
1794,427.53,0.0
1795,439.22,0.0
1796,431.39,0.0
1797,420.47,0.0
1798,442.9,0.0
1799,441.36,0.0
1800,437.72,0.0
1801,418.37,0.0
1802,442.47,0.0
1803,434.04,0.0
1804,435.62,0.0
1805,430.53,0.0
1806,418.21,0.0
1807,442.27,0.0
1808,443.11,0.0
1809,448.37,0.0
1810,434.26,0.0
1811,445.91,0.0
1812,442.45,0.0
1813,463.48,0.0
1814,437.77,0.0
1815,446.88,0.0
1816,430.68,0.0
1817,436.14,0.0
1818,435.45,0.0
1819,435.16,0.0
1820,445.21,0.0
1821,436.13,0.0
1822,439.58,0.0
1823,444.87,0.0
1824,439.63,0.0
1825,461.99,0.0
1826,436.69,0.0
1827,440.22,0.0
1828,446.1,0.0
1829,441.04,0.0
1830,435.41,0.0
1831,443.88,0.0
1832,438.62,0.0
1833,442.06,0.0
1834,442.09,0.0
1835,434.38,0.0
1836,433.23,0.0
1837,433.98,0.0
1838,435.59,0.0
1839,437.99,0.0
1840,448.04,0.0
1841,439.28,0.0
1842,443.31,0.0
1843,436.42,0.0
1844,442.24,0.0
1845,427.52,0.0
1846,440.13,0.0
1847,448.28,0.0
1848,440.89,0.0
1849,438.47,0.0
1850,439.42,0.0
1851,452.0,0.0
1852,434.39,0.0
1853,415.6,0.0
1854,455.52,0.0
1855,448.34,0.0
1856,433.69,0.0
1857,432.22,0.0
1858,438.26,0.0
1859,444.91,0.0
1860,446.7,0.0
1861,438.89,0.0
1862,447.16,0.0
1863,441.44,0.0
1864,436.22,0.0
1865,442.75,0.0
1866,455.31,0.0
1867,450.9,0.0
1868,443.51,0.0
1869,460.77,0.0
1870,439.45,0.0
1871,448.33,0.0
1872,446.11,0.0
1873,445.76,0.0
1874,444.07,0.0
1875,455.73,0.0
1876,464.38,0.0
1877,450.41,0.0
1878,443.26,0.0
1879,451.47,0.0
1880,437.73,0.0
1881,452.39,0.0
1882,451.09,0.0
1883,444.37,0.0
1884,446.06,0.0
1885,457.91,0.0
1886,439.55,0.0
1887,436.92,0.0
1888,433.24,0.0
1889,456.15,0.0
1890,463.22,0.0
1891,456.38,0.0
1892,458.67,0.0
1893,462.46,0.0
1894,460.29,0.0
1895,458.57,0.0
1896,462.9,0.0
1897,462.46,0.0
1898,458.46,0.0
1899,467.68,0.0
1900,438.51,0.0
1901,431.1,0.0
1902,446.2,0.0
1903,465.47,0.0
1904,453.73,0.0
1905,441.57,0.0
1906,428.26,0.0
1907,451.13,0.0
1908,464.36,0.0
1909,443.04,0.0
1910,448.32,0.0
1911,458.27,0.0
1912,445.29,0.0
1913,450.03,0.0
1914,453.75,0.0
1915,452.6,0.0
1916,460.4,0.0
1917,466.72,0.0
1918,459.57,0.0
1919,447.49,0.0
1920,447.61,0.0
1921,452.49,0.0
1922,452.26,0.0
1923,453.91,0.0
1924,457.95,0.0
1925,444.26,0.0
1926,446.8,0.0
1927,450.91,0.0
1928,453.11,0.0
1929,444.06,0.0
1930,439.78,0.0
1931,451.48,0.0
1932,437.97,0.0
1933,471.16,0.0
1934,453.49,0.0
1935,437.89,0.0
1936,460.05,0.0
1937,434.07,0.0
1938,450.86,0.0
1939,456.6,0.0
1940,457.28,0.0
1941,462.76,0.0
1942,455.11,0.0
1943,459.59,0.0
1944,458.36,0.0
1945,456.08,0.0
1946,445.53,0.0
1947,465.64,0.0
1948,464.71,0.0
1949,461.48,0.0
1950,439.69,0.0
1951,466.42,0.0
1952,448.22,0.0
1953,451.98,0.0
1954,464.7,0.0
1955,454.89,0.0
1956,454.57,0.0
1957,468.87,0.0
1958,465.11,0.0
1959,449.74,0.0
1960,470.82,0.0
1961,464.63,0.0
1962,462.51,0.0
1963,458.57,0.0
1964,449.23,0.0
1965,474.43,0.0
1966,462.38,0.0
1967,463.77,0.0
1968,466.84,0.0
1969,466.79,0.0
1970,470.11,0.0
1971,454.98,0.0
1972,454.81,0.0
1973,438.07,0.0
1974,458.67,0.0
1975,447.01,0.0
1976,457.93,0.0
1977,464.98,0.0
1978,454.94,0.0
1979,462.4,0.0
1980,444.77,0.0
1981,461.89,0.0
1982,464.39,0.0
1983,451.19,0.0
1984,464.08,0.0
1985,463.94,0.0
1986,444.55,0.0
1987,466.31,0.0
1988,458.41,0.0
1989,453.75,0.0
1990,461.95,0.0
1991,450.47,0.0
1992,450.77,0.0
1993,445.47,0.0
1994,465.17,0.0
1995,467.66,0.0
1996,471.85,0.0
1997,446.46,0.0
1998,473.41,0.0
1999,463.48,0.0
2000,444.6,0.0
2001,453.95,0.0
2002,452.08,0.0
2003,459.12,0.0
2004,455.92,0.0
2005,453.55,0.0
2006,453.01,0.0
2007,453.76,0.0
2008,463.66,0.0
2009,451.67,0.0
2010,454.37,0.0
2011,447.97,0.0
2012,445.34,0.0
2013,447.54,0.0
2014,460.67,0.0
2015,461.71,0.0
2016,442.96,0.0
2017,440.69,0.0
2018,457.9,0.0
2019,454.15,0.0
2020,440.26,0.0
2021,464.89,0.0
2022,459.02,0.0
2023,455.32,0.0
2024,469.45,0.0
2025,447.98,0.0
2026,458.78,0.0
2027,464.04,0.0
2028,446.37,0.0
2029,460.15,0.0
2030,457.54,0.0
2031,449.49,0.0
2032,457.71,0.0
2033,451.42,0.0
2034,466.83,0.0
2035,470.4,0.0
2036,453.71,0.0
2037,463.91,0.0
2038,452.65,0.0
2039,454.94,0.0
2040,460.08,0.0
2041,458.35,0.0
2042,464.84,0.0
2043,464.14,0.0
2044,446.29,0.0
2045,456.27,0.0
2046,464.78,0.0
2047,452.23,0.0
2048,447.88,0.0
2049,456.91,0.0
2050,465.92,0.0
2051,468.88,0.0
2052,463.39,0.0
2053,479.68,0.0
2054,460.95,0.0
2055,466.06,0.0
2056,463.56,0.0
2057,454.34,0.0
2058,462.35,0.0
2059,447.84,0.0
2060,465.59,0.0
2061,463.32,0.0
2062,468.91,0.0
2063,475.12,0.0
2064,473.98,0.0
2065,465.01,0.0
2066,458.68,0.0
2067,470.97,0.0
2068,452.59,0.0
2069,472.25,0.0
2070,480.38,0.0
2071,469.84,0.0
2072,463.31,0.0
2073,470.8,0.0
2074,452.32,0.0
2075,467.86,0.0
2076,468.4,0.0
2077,475.48,0.0
2078,477.17,0.0
2079,473.57,0.0
2080,471.65,0.0
2081,482.38,0.0
2082,471.35,0.0
2083,476.32,0.0
2084,470.91,0.0
2085,475.78,0.0
2086,474.1,0.0
2087,470.94,0.0
2088,468.36,0.0
2089,459.12,0.0
2090,456.71,0.0
2091,458.84,0.0
2092,457.76,0.0
2093,462.92,0.0
2094,465.71,0.0
2095,461.45,0.0
2096,458.41,0.0
2097,464.46,0.0
2098,453.35,0.0
2099,455.75,0.0
2100,482.1,0.0
2101,462.93,0.0
2102,483.25,0.0
2103,471.04,0.0
2104,460.69,0.0
2105,465.8,0.0
2106,490.34,0.0
2107,468.05,0.0
2108,457.99,0.0
2109,473.11,0.0
2110,474.64,0.0
2111,462.81,0.0
2112,477.52,0.0
2113,469.12,0.0
2114,470.64,0.0
2115,468.99,0.0
2116,465.54,0.0
2117,452.45,0.0
2118,461.63,0.0
2119,464.35,0.0
2120,464.58,0.0
2121,456.37,0.0
2122,451.18,0.0
2123,444.34,0.0
2124,477.34,0.0
2125,444.65,0.0
2126,456.89,0.0
2127,468.1,0.0
2128,460.41,0.0
2129,461.12,0.0
2130,467.23,0.0
2131,460.86,0.0
2132,458.0,0.0
2133,482.62,0.0
2134,468.59,0.0
2135,454.08,0.0
2136,449.52,0.0
2137,457.27,0.0
2138,473.21,0.0
2139,465.26,0.0
2140,472.96,0.0
2141,461.97,0.0
2142,462.98,0.0
2143,458.93,0.0
2144,465.43,0.0
2145,481.07,0.0
2146,472.91,0.0
2147,479.01,0.0
2148,471.6,0.0
2149,462.72,0.0
2150,469.75,0.0
2151,470.01,0.0
2152,452.84,0.0
2153,462.05,0.0
2154,464.22,0.0
2155,475.03,0.0
2156,469.46,0.0
2157,473.32,0.0
2158,473.8,0.0
2159,475.91,0.0
2160,472.37,0.0
2161,483.2,0.0
2162,466.18,0.0
2163,481.55,0.0
2164,475.25,0.0
2165,463.96,0.0
2166,464.28,0.0
2167,465.38,0.0
2168,470.39,0.0
2169,475.54,0.0
2170,476.5,0.0
2171,465.19,0.0
2172,464.89,0.0
2173,455.33,0.0
2174,443.23,0.0
2175,472.19,0.0
2176,468.82,0.0
2177,473.21,0.0
2178,467.38,0.0
2179,474.82,0.0
2180,465.12,0.0
2181,465.8,0.0
2182,467.79,0.0
2183,457.96,0.0
2184,481.69,0.0
2185,463.0,0.0
2186,467.77,0.0
2187,473.61,0.0
2188,449.9,0.0
2189,459.9,0.0
2190,452.46,0.0
2191,458.28,0.0
2192,460.67,0.0
2193,453.63,0.0
2194,462.81,0.0
2195,469.95,0.0
2196,465.4,0.0
2197,464.06,0.0
2198,479.96,0.0
2199,464.17,0.0
2200,472.91,0.0
2201,466.84,0.0
2202,469.1,0.0
2203,467.25,0.0
2204,450.24,0.0
2205,482.41,0.0
2206,473.09,0.0
2207,457.93,0.0
2208,465.22,0.0
2209,471.48,0.0
2210,458.55,0.0
2211,471.84,0.0
2212,460.81,0.0
2213,471.04,0.0
2214,450.71,0.0
2215,475.39,0.0
2216,454.56,0.0
2217,456.17,0.0
2218,461.86,0.0
2219,460.98,0.0
2220,470.69,0.0
2221,455.16,0.0
2222,466.66,0.0
2223,471.32,0.0
2224,473.45,0.0
2225,476.13,0.0
2226,487.96,0.0
2227,465.16,0.0
2228,471.21,0.0
2229,462.06,0.0
2230,471.24,0.0
2231,473.89,0.0
2232,485.02,0.0
2233,467.75,0.0
2234,460.91,0.0
2235,471.23,0.0
2236,468.17,0.0
2237,465.56,0.0
2238,457.86,0.0
2239,475.21,0.0
2240,466.67,0.0
2241,463.12,0.0
2242,470.74,0.0
2243,472.53,0.0
2244,469.21,0.0
2245,470.18,0.0
2246,454.9,0.0
2247,475.01,0.0
2248,458.73,0.0
2249,462.88,0.0
2250,467.07,0.0
2251,462.61,0.0
2252,474.44,0.0
2253,451.81,0.0
2254,465.3,0.0
2255,471.48,0.0
2256,468.42,0.0
2257,460.75,0.0
2258,463.1,0.0
2259,456.51,0.0
2260,477.9,0.0
2261,462.1,0.0
2262,456.02,0.0
2263,476.5,0.0
2264,461.79,0.0
2265,475.94,0.0
2266,470.88,0.0
2267,481.29,0.0
2268,470.13,0.0
2269,477.26,0.0
2270,452.0,0.0
2271,485.41,0.0
2272,470.39,0.0
2273,479.7,0.0
2274,459.25,0.0
2275,480.52,0.0
2276,469.08,0.0
2277,471.44,0.0
2278,478.87,0.0
2279,452.78,0.0
2280,463.61,0.0
2281,474.86,0.0
2282,481.14,0.0
2283,461.94,0.0
2284,477.64,0.0
2285,467.95,0.0
2286,477.79,0.0
2287,477.15,0.0
2288,464.23,0.0
2289,465.92,0.0
2290,472.17,0.0
2291,471.2,0.0
2292,474.99,0.0
2293,464.92,0.0
2294,457.38,0.0
2295,466.52,0.0
2296,477.0,0.0
2297,469.1,0.0
2298,462.47,0.0
2299,475.28,0.0
2300,471.58,0.0
2301,485.88,0.0
2302,474.95,0.0
2303,477.07,0.0
2304,466.51,0.0
2305,456.96,0.0
2306,468.84,0.0
2307,470.69,0.0
2308,472.39,0.0
2309,461.56,0.0
2310,457.75,0.0
2311,470.94,0.0
2312,453.22,0.0
2313,465.9,0.0
2314,460.88,0.0
2315,468.7,0.0
2316,466.21,0.0
2317,463.75,0.0
2318,472.48,0.0
2319,450.56,0.0
2320,461.77,0.0
2321,478.58,0.0
2322,471.08,0.0
2323,472.93,0.0
2324,471.4,0.0
2325,477.07,0.0
2326,477.81,0.0
2327,478.34,0.0
2328,458.51,0.0
2329,482.97,0.0
2330,443.78,0.0
2331,467.0,0.0
2332,463.43,0.0
2333,464.41,0.0
2334,475.5,0.0
2335,462.05,0.0
2336,466.36,0.0
2337,469.41,0.0
2338,466.13,0.0
2339,471.69,0.0
2340,472.26,0.0
2341,456.96,0.0
2342,462.42,0.0
2343,469.05,0.0
2344,469.4,0.0
2345,454.35,0.0
2346,469.31,0.0
2347,458.89,0.0
2348,469.19,0.0
2349,475.11,0.0
2350,475.6,0.0
2351,464.52,0.0
2352,468.97,0.0
2353,479.75,0.0
2354,459.52,0.0
2355,466.92,0.0
2356,467.3,0.0
2357,480.62,0.0
2358,473.66,0.0
2359,467.83,0.0
2360,476.43,0.0
2361,487.2,0.0
2362,469.1,0.0
2363,468.55,0.0
2364,463.81,0.0
2365,470.95,0.0
2366,479.65,0.0
2367,479.53,0.0
2368,476.62,0.0
2369,469.1,0.0
2370,464.77,0.0
2371,474.7,0.0
2372,465.71,0.0
2373,455.78,0.0
2374,469.47,0.0
2375,466.96,0.0
2376,478.46,0.0
2377,464.02,0.0
2378,465.38,0.0
2379,469.2,0.0
2380,460.35,0.0
2381,463.64,0.0
2382,465.36,0.0
2383,476.82,0.0
2384,470.59,0.0
2385,467.32,0.0
2386,461.17,0.0
2387,475.88,0.0
2388,475.06,0.0
2389,474.78,0.0
2390,472.16,0.0
2391,473.74,0.0
2392,468.92,0.0
2393,480.2,0.0
2394,474.84,0.0
2395,476.83,0.0
2396,475.36,0.0
2397,476.5,0.0
2398,482.94,0.0
2399,467.89,0.0
2400,473.12,0.0
2401,468.51,0.0
2402,477.51,0.0
2403,463.79,0.0
2404,470.6,0.0
2405,457.24,0.0
2406,452.67,0.0
2407,479.43,0.0
2408,462.2,0.0
2409,453.71,0.0
2410,470.12,0.0
2411,467.52,0.0
2412,455.29,0.0
2413,477.04,0.0
2414,471.52,0.0
2415,469.9,0.0
2416,471.06,0.0
2417,467.23,0.0
2418,477.62,0.0
2419,480.18,0.0
2420,477.86,0.0
2421,462.4,0.0
2422,458.79,0.0
2423,462.42,0.0
2424,475.65,0.0
2425,469.39,0.0
2426,460.7,0.0
2427,483.9,0.0
2428,470.53,0.0
2429,466.73,0.0
2430,485.26,0.0
2431,475.46,0.0
2432,473.05,0.0
2433,481.59,0.0
2434,482.56,0.0
2435,480.44,0.0
2436,467.39,0.0
2437,482.89,0.0
2438,474.21,0.0
2439,466.4,0.0
2440,477.37,0.0
2441,459.47,0.0
2442,458.35,0.0
2443,465.65,0.0
2444,457.01,0.0
2445,461.37,0.0
2446,479.9,0.0
2447,471.46,0.0
2448,461.07,0.0
2449,475.83,0.0
2450,466.18,0.0
2451,451.66,0.0
2452,455.67,0.0
2453,479.52,0.0
2454,472.24,0.0
2455,474.48,0.0
2456,479.94,0.0
2457,474.07,0.0
2458,475.68,0.0
2459,477.67,0.0
2460,478.65,0.0
2461,474.75,0.0
2462,474.6,0.0
2463,476.95,0.0
2464,474.41,0.0
2465,471.97,0.0
2466,483.66,0.0
2467,466.42,0.0
2468,460.76,0.0
2469,468.58,0.0
2470,471.68,0.0
2471,474.83,0.0
2472,482.2,0.0
2473,474.94,0.0
2474,483.88,0.0
2475,478.5,0.0
2476,481.31,0.0
2477,469.4,0.0
2478,472.73,0.0
2479,462.2,0.0
2480,470.07,0.0
2481,476.96,0.0
2482,470.82,0.0
2483,462.92,0.0
2484,464.02,0.0
2485,473.89,0.0
2486,476.03,0.0
2487,463.75,0.0
2488,481.9,0.0
2489,467.53,0.0
2490,471.64,0.0
2491,479.75,0.0
2492,468.52,0.0
2493,477.97,0.0
2494,477.53,0.0
2495,481.38,0.0
2496,467.5,0.0
2497,476.32,0.0
2498,474.61,0.0
2499,475.41,0.0
2500,472.47,0.0
2501,460.65,0.0
2502,460.97,0.0
2503,471.35,0.0
2504,480.28,0.0
2505,472.69,0.0
2506,476.15,0.0
2507,475.21,0.0
2508,476.61,0.0
2509,468.12,0.0
2510,465.09,0.0
2511,468.32,0.0
2512,464.89,0.0
2513,460.88,0.0
2514,460.57,0.0
2515,480.15,0.0
2516,481.4,0.0
2517,474.77,0.0
2518,474.26,0.0
2519,472.07,0.0
2520,475.78,0.0
2521,459.24,0.0
2522,472.08,0.0
2523,467.27,0.0
2524,477.44,0.0
2525,473.89,0.0
2526,486.1,0.0
2527,472.61,0.0
2528,479.86,0.0
2529,477.49,0.0
2530,473.66,0.0
2531,487.46,0.0
2532,478.23,0.0
2533,486.92,0.0
2534,479.95,0.0
2535,467.86,0.0
2536,471.46,0.0
2537,476.77,0.0
2538,468.0,0.0
2539,481.4,0.0
2540,468.83,0.0
2541,473.81,0.0
2542,466.78,0.0
2543,467.4,0.0
2544,455.51,0.0
2545,471.12,0.0
2546,469.89,0.0
2547,468.94,0.0
2548,462.82,0.0
2549,484.43,0.0
2550,464.51,0.0
2551,462.74,0.0
2552,464.62,0.0
2553,485.98,0.0
2554,478.44,0.0
2555,468.24,0.0
2556,478.24,0.0
2557,484.56,0.0
2558,481.87,0.0
2559,464.4,0.0
2560,477.23,0.0
2561,467.31,0.0
2562,480.63,0.0
2563,474.34,0.0
2564,478.57,0.0
2565,475.05,0.0
2566,476.54,0.0
2567,475.46,0.0
2568,470.1,0.0
2569,475.23,0.0
2570,469.45,0.0
2571,468.85,0.0
2572,477.43,0.0
2573,465.22,0.0
2574,473.79,0.0
2575,475.79,0.0
2576,467.43,0.0
2577,470.24,0.0
2578,465.33,0.0
2579,476.67,0.0
2580,461.8,0.0
2581,467.41,0.0
2582,474.44,0.0
2583,477.28,0.0
2584,451.8,0.0
2585,461.42,0.0
2586,482.61,0.0
2587,474.98,0.0
2588,472.54,0.0
2589,468.64,0.0
2590,475.32,0.0
2591,467.53,0.0
2592,469.54,0.0
2593,466.32,0.0
2594,466.34,0.0
2595,461.11,0.0
2596,479.86,0.0
2597,483.05,0.0
2598,477.05,0.0
2599,482.12,0.0
2600,479.35,0.0
2601,475.11,0.0
2602,478.75,0.0
2603,463.14,0.0
2604,478.48,0.0
2605,475.01,0.0
2606,466.34,0.0
2607,470.95,0.0
2608,476.32,0.0
2609,463.27,0.0
2610,474.05,0.0
2611,479.25,0.0
2612,469.87,0.0
2613,472.22,0.0
2614,477.75,0.0
2615,475.7,0.0
2616,463.31,0.0
2617,476.43,0.0
2618,475.21,0.0
2619,483.43,0.0
2620,475.64,0.0
2621,465.44,0.0
2622,475.24,0.0
2623,469.11,0.0
2624,479.26,0.0
